ay	48939	0.0035702235520656688
ḷu	389	2.8378531677262412E-5
ba	29103	0.0021231372940960615
ḷi	643	4.690847266961371E-5
at	247956	0.018089015939761643
as	167357	0.012209115490775337
ar	119179	0.00869440880916313
ḷh	1640	1.1964213869077213E-4
§gh	1419	1.0351963097695467E-4
av	102724	0.007493975033457851
au	439	3.202615785685912E-5
ak	71291	0.005200858359392583
aṇ	47493	0.003464734202951732
al	30409	0.0022184132899071276
ḷa	1835	1.338678807911993E-4
ai	18	1.313145424654816E-6
aṅ	32791	0.002392186201103115
idh	7956	5.804102776974287E-4
aj	36353	0.0026520430901375847
ao	7	5.106676651435395E-7
aṃ	338292	0.02467925511096261
ap	66791	0.0048725720032288785
ḷe	284	2.0718516700109318E-5
am	195848	0.014287605840433133
an	216053	0.015761611579608165
ac	45596	0.003326343265697833
ad	48415	0.0035319964297034954
aa	321	2.3417760073010884E-5
ab	34607	0.002524667983946068
ag	44544	0.003249597210879118
ah	61683	0.004499930512721279
ae	7	5.106676651435395E-7
nu	28697	0.0020935185695177363
nt	89690	0.006543111840960581
phe	151	1.1015831062382068E-5
bbh	4750	3.4652448706168755E-4
hī	5285	3.8555408718337237E-4
§ḍ	249	1.8165178374391622E-5
no	27328	0.0019936465647203785
nn	27168	0.001981974160945669
abh	22999	0.0016778350900908952
pha	5917	4.316600820934748E-4
§jh	2502	1.8252721402701942E-4
nv	596	4.3479704060792795E-5
oe	2	1.4590504718386845E-7
jā	25032	0.0018261475705532975
phu	905	6.602203385070047E-5
oc	7930	5.785135120840384E-4
od	4295	3.133310888273575E-4
oa	85	6.200964505314409E-6
jhā	6121	4.4654239690622937E-4
ob	230	1.677908042614487E-5
pho	749	5.4641440170358734E-5
om	4628	3.376242791834716E-4
on	6351	4.6332147733237425E-4
ok	11956	8.722203720651656E-4
ol	749	5.4641440170358734E-5
oi	5	3.6476261795967113E-7
oj	5408	3.9452724758518026E-4
phi	61	4.450103939107987E-6
og	5766	4.2064425103109274E-4
oh	5269	3.843868468059014E-4
ṃph	21	1.5320029954306187E-6
ot	37440	0.002731342483282017
os	12815	9.34886589830637E-4
gū	294	2.144804193602866E-5
ov	3622	2.642340404499858E-4
ou	26	1.8967656133902898E-6
īgh	1355	9.885066946707087E-5
op	5043	3.678995764741243E-4
oo	4	2.918100943677369E-7
or	1888	1.3773436454157182E-4
ijh	1	7.295252359193423E-8
oy	159	1.1599451251117541E-5
pe	32013	0.0023354291377485903
kā	49008	0.0035752572761935126
yū	329	2.400138026174636E-5
ḍo	572	4.172884349458638E-5
pa	245105	0.017881028295001038
oṭ	1749	1.2759396376229296E-4
jhī	4	2.918100943677369E-7
pl	21	1.5320029954306187E-6
ḍu	379	2.764900644134307E-5
pm	3	2.1885757077580268E-7
po	4830	3.523606889490423E-4
§ṃ	1	7.295252359193423E-8
pi	37433	0.002730831815616874
§ṅ	11	8.024777595112764E-7
pṇ	1	7.295252359193423E-8
lo	14847	0.0010831261177694474
ll	6368	4.645616702334371E-4
dū	1196	8.725121821595333E-5
oḷ	643	4.690847266961371E-5
lu	925	6.748108432253916E-5
igh	915	6.675155908661981E-5
ly	1486	1.0840745005761426E-4
oṇ	973	7.0982805454952E-5
ma	154443	0.011267006601109098
mb	5454	3.9788306367040925E-4
oṅ	20	1.4590504718386845E-6
o*	253109	0.01846494029383088
mh	4567	3.331741752443636E-4
me	39384	0.0028731621891447375
hā	27968	0.002040336179819216
mi	36815	0.0026857471560370583
mm	51183	0.0037339290150059695
mp	19248	0.00140419017409755
mo	17812	0.0012994303502195325
gī	755	5.507915531191034E-5
ms	1	7.295252359193423E-8
iñ	13435	9.801171544576363E-4
mu	19730	0.0014393532904688623
§kh	40578	0.0029602675023135067
my	177	1.2912596675772358E-5
khū	8585	6.262974150367553E-4
na	196635	0.014345019476499986
nd	19032	0.0013884324290016922
ne	20347	0.0014843649975250857
iā	27	1.969718136982224E-6
obh	1388	1.012581027456047E-4
nh	467	3.406882851743328E-5
ni	70105	0.005114336666412549
jhū	3	2.1885757077580268E-7
āṭh	180	1.313145424654816E-5
jt	1	7.295252359193423E-8
ḍī	24	1.7508605662064214E-6
ju	586	4.275017882487346E-5
bū	95	6.930489741233751E-6
dī	4985	3.636683301057921E-4
jo	1554	1.1336822166186579E-4
jj	22295	0.0016264765134821734
ki	15486	0.0011297427803446934
